UserID,Full_Name,Gender,Race,Age,Age_Group,Age_Category,Clean_Email,Clean_Handle,Clean_Name,Province,Account_Status,Channel2,Channel_Category,RecordDate2,Record_Date,Month_Name,DayOfWeek,Day_Type,Record_Time,Time_Category,Duration2,Duration_Clean,Hours,Minutes,Seconds
810052,Kyle  Pascarella,male,indian_asian,20,Young Adult,18–24,Kyle 64@abcmail.com,@Kyle 6,Kyle ,Limpopo,Active,ICC Cricket World Cup 2011,Sports,2016-02-21T13:08:00.000Z,2016-02-21,February,Sunday,Weekend,15:08,Afternoon,1899-12-31T00:10:30.000Z,00:10:30,0,10,30
810145,Stephen  Zweifel,male,black,31,Young Adult,25–34,Stephen 154@abcmail.com,@Stephen 15,Stephen ,Limpopo,Active,ICC Cricket World Cup 2011,Sports,2016-03-09T10:26:00.000Z,2016-03-09,March,Wednesday,Weekday,12:26,Afternoon,1899-12-31T00:16:08.000Z,00:16:08,0,16,8
810268,Efren  Shkreli,male,black,24,Young Adult,18–24,Efren 134@abcmail.com,@Efren 13,Efren ,Mpumalanga,Active,Cartoon Network,Kids,2016-02-13T15:27:00.000Z,2016-02-13,February,Saturday,Weekend,17:27,Evening,1899-12-31T00:00:38.000Z,00:00:38,0,0,38
810329,Michel  Sieren,male,black,44,Adult,35–44,Michel 204@abcmail.com,@Michel 20,Michel ,Limpopo,Active,Africa Magic,Entertainment,2016-01-28T07:01:00.000Z,2016-01-28,January,Thursday,Weekday,09:01,Morning,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
810334,Michel  Langenfeld,male,coloured,43,Adult,35–44,Michel 201@yahoo.com,@Michel 20,Michel ,Gauteng,Active,Cartoon Network,Kids,2016-03-03T13:51:00.000Z,2016-03-03,March,Thursday,Weekday,15:51,Afternoon,1899-12-31T00:04:38.000Z,00:04:38,0,4,38
810671,Bernardo  Martello,male,None,27,Young Adult,25–34,Bernardo 321@yahoo.com,@Bernardo 32,Bernardo ,Kwazulu Natal,Active,Supersport Live Events,Sports,2016-03-02T20:00:00.000Z,2016-03-02,March,Wednesday,Weekday,22:00,Night,1899-12-31T00:01:16.000Z,00:01:16,0,1,16
821166,Jared  Arrieta,male,black,19,Young Adult,18–24,Jared 505@mailxyz.com,@Jared 50,Jared ,North West,Active,Supersport Live Events,Sports,2016-02-19T19:04:00.000Z,2016-02-19,February,Friday,Weekday,21:04,Night,1899-12-31T00:01:48.000Z,00:01:48,0,1,48
821930,Wilburn  Martello,male,black,25,Young Adult,25–34,Wilburn 302@gmail.com,@Wilburn 30,Wilburn ,Limpopo,Active,SawSee,Other,2016-03-06T20:53:00.000Z,2016-03-06,March,Sunday,Weekend,22:53,Night,1899-12-31T00:05:44.000Z,00:05:44,0,5,44
821952,Hollis  Bilyeu,male,coloured,33,Young Adult,25–34,Hollis 385@mailxyz.com,@Hollis 38,Hollis ,Eastern Cape,Active,Supersport Live Events,Sports,2016-02-25T06:58:00.000Z,2016-02-25,February,Thursday,Weekday,08:58,Morning,1899-12-31T00:01:00.000Z,00:01:00,0,1,0
893649,Wilton  Gettys,male,black,40,Adult,35–44,Wilton 414@abcmail.com,@Wilton 41,Wilton ,Mpumalanga,Active,Africa Magic,Entertainment,2016-03-28T17:15:00.000Z,2016-03-28,March,Monday,Weekday,19:15,Evening,1899-12-31T00:00:22.000Z,00:00:22,0,0,22
893981,Cory  Langenfeld,male,black,41,Adult,35–44,Cory 102@gmail.com,@Cory 10,Cory ,Eastern Cape,Active,Channel O,Music,2016-03-18T08:30:00.000Z,2016-03-18,March,Friday,Weekday,10:30,Morning,1899-12-31T00:06:21.000Z,00:06:21,0,6,21
931362,Michel  Langenfeld,male,indian_asian,29,Young Adult,25–34,Michel 202@gmail.com,@Michel 20,Michel ,Limpopo,Active,E! Entertainment,Entertainment,2016-03-31T06:41:00.000Z,2016-03-31,March,Thursday,Weekday,08:41,Morning,1899-12-31T00:00:10.000Z,00:00:10,0,0,10
940454,Efren  Holt,male,indian_asian,22,Young Adult,18–24,Efren 131@yahoo.com,@Efren 13,Efren ,Gauteng,Active,M-Net,Entertainment,2016-03-13T17:20:00.000Z,2016-03-13,March,Sunday,Weekend,19:20,Evening,1899-12-31T00:00:17.000Z,00:00:17,0,0,17
940746,Lloyd  Woolard,male,indian_asian,38,Adult,35–44,Lloyd 75@mailxyz.com,@Lloyd 7,Lloyd ,Gauteng,Active,Boomerang,Kids,2016-03-19T04:58:00.000Z,2016-03-19,March,Saturday,Weekend,06:58,Morning,1899-12-31T00:01:41.000Z,00:01:41,0,1,41
1106425,Dee  Sieren,male,black,27,Young Adult,25–34,Dee 212@gmail.com,@Dee 21,Dee ,Gauteng,Active,Channel O,Music,2016-03-20T08:27:00.000Z,2016-03-20,March,Sunday,Weekend,10:27,Morning,1899-12-31T00:14:18.000Z,00:14:18,0,14,18
1108737,Dion  Vital,male,black,21,Young Adult,18–24,Dion 331@yahoo.com,@Dion 33,Dion ,Gauteng,Active,Cartoon Network,Kids,2016-03-10T01:43:00.000Z,2016-03-10,March,Thursday,Weekday,03:43,Night,1899-12-31T00:13:20.000Z,00:13:20,0,13,20
2021328,Hugh Leicht,male,indian_asian,26,Young Adult,25–34,Hugh13@mail.com,@Hugh1,Hugh,Free State,Active,ICC Cricket World Cup 2011,Sports,2016-03-19T07:04:00.000Z,2016-03-19,March,Saturday,Weekend,09:04,Morning,1899-12-31T01:09:12.000Z,01:09:12,1,9,12
2203670,Samuel  Luthy,male,black,34,Young Adult,25–34,Samuel 263@mail.com,@Samuel 26,Samuel ,Kwazulu Natal,Active,SuperSport Blitz,Sports,2016-02-18T15:57:00.000Z,2016-02-18,February,Thursday,Weekday,17:57,Evening,1899-12-31T00:05:58.000Z,00:05:58,0,5,58
2203930,Rebecka  Shkreli,female,coloured,39,Adult,35–44,Rebecka 112@gmail.com,@Rebecka 11,Rebecka ,Western Cape,Active,Africa Magic,Entertainment,2016-03-19T11:59:00.000Z,2016-03-19,March,Saturday,Weekend,13:59,Afternoon,1899-12-31T00:00:05.500Z,00:00:05,0,0,5
2204356,Eli  Mcclaine,male,black,51,Adult,45–54,Eli 291@yahoo.com,@Eli 29,Eli ,Gauteng,Active,Break in transmission,Other,2016-02-10T15:13:00.000Z,2016-02-10,February,Wednesday,Weekday,17:13,Evening,1899-12-31T00:00:32.000Z,00:00:32,0,0,32
2204671,Robby  Mcclaine,male,coloured,41,Adult,35–44,Robby 161@yahoo.com,@Robby 16,Robby ,Western Cape,Active,Trace TV,Music,2016-02-05T09:41:00.000Z,2016-02-05,February,Friday,Weekday,11:41,Morning,1899-12-31T00:03:42.000Z,00:03:42,0,3,42
2287006,Hyman  Zweifel,male,black,33,Young Adult,25–34,Hyman 85@mailxyz.com,@Hyman 8,Hyman ,Gauteng,Active,Trace TV,Music,2016-02-04T07:11:00.000Z,2016-02-04,February,Thursday,Weekday,09:11,Morning,1899-12-31T00:18:54.000Z,00:18:54,0,18,54
2359724,Wilburn  Sytsma,male,coloured,36,Adult,35–44,Wilburn 305@mailxyz.com,@Wilburn 30,Wilburn ,Western Cape,Active,SuperSport Blitz,Sports,2016-03-19T12:05:00.000Z,2016-03-19,March,Saturday,Weekend,14:05,Afternoon,1899-12-31T00:05:44.000Z,00:05:44,0,5,44
2370319,Garry  Restivo,male,None,27,Young Adult,25–34,Garry 284@abcmail.com,@Garry 28,Garry ,Limpopo,Active,SuperSport Blitz,Sports,2016-03-19T18:56:00.000Z,2016-03-19,March,Saturday,Weekend,20:56,Evening,1899-12-31T00:07:28.000Z,00:07:28,0,7,28
2422360,Dion  Mcculloch,male,coloured,36,Adult,35–44,Dion 331@yahoo.com,@Dion 33,Dion ,Western Cape,Active,Trace TV,Music,2016-02-24T20:18:00.000Z,2016-02-24,February,Wednesday,Weekday,22:18,Night,1899-12-31T01:16:15.000Z,01:16:15,1,16,15
2422691,Brendan  Mcclaine,male,indian_asian,24,Young Adult,18–24,Brendan 454@abcmail.com,@Brendan 45,Brendan ,Western Cape,Active,Supersport Live Events,Sports,2016-03-02T19:56:00.000Z,2016-03-02,March,Wednesday,Weekday,21:56,Night,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
611190,Abel  Woolard,male,black,32,Young Adult,25–34,Abel 184@abcmail.com,@Abel 18,Abel ,Gauteng,Active,Trace TV,Music,2016-01-18T16:59:00.000Z,2016-01-18,January,Monday,Weekday,18:59,Evening,1899-12-31T00:01:06.000Z,00:01:06,0,1,6
771796,Jacinto  Mcclaine,male,coloured,35,Adult,35–44,Jacinto 251@yahoo.com,@Jacinto 25,Jacinto ,Western Cape,Active,Supersport Live Events,Sports,2016-03-24T10:46:00.000Z,2016-03-24,March,Thursday,Weekday,12:46,Afternoon,1899-12-31T00:02:28.000Z,00:02:28,0,2,28
772209,Claud  Sytsma,male,None,19,Young Adult,18–24,Claud 343@mail.com,@Claud 34,Claud ,Mpumalanga,Active,Channel O,Music,2016-01-20T09:59:00.000Z,2016-01-20,January,Wednesday,Weekday,11:59,Morning,1899-12-31T00:01:36.000Z,00:01:36,0,1,36
772561,Randy  Beville,male,None,24,Young Adult,18–24,Randy 395@mailxyz.com,@Randy 39,Randy ,Western Cape,Active,Supersport Live Events,Sports,2016-03-20T15:44:00.000Z,2016-03-20,March,Sunday,Weekend,17:44,Evening,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
772606,Yong  Caves,male,black,29,Young Adult,25–34,Yong 485@mailxyz.com,@Yong 48,Yong ,Kwazulu Natal,Active,Trace TV,Music,2016-02-02T13:19:00.000Z,2016-02-02,February,Tuesday,Weekday,15:19,Afternoon,1899-12-31T00:01:12.000Z,00:01:12,0,1,12
793446,Jared  Lavoie,male,None,48,Adult,45–54,Jared 505@mailxyz.com,@Jared 50,Jared ,Gauteng,Active,Break in transmission,Other,2016-02-15T04:49:00.000Z,2016-02-15,February,Monday,Weekday,06:49,Morning,1899-12-31T00:00:17.000Z,00:00:17,0,0,17
808971,Jacinto  Mccollum,male,black,36,Adult,35–44,Jacinto 254@abcmail.com,@Jacinto 25,Jacinto ,Gauteng,Active,Boomerang,Kids,2016-02-07T13:41:00.000Z,2016-02-07,February,Sunday,Weekend,15:41,Afternoon,1899-12-31T00:01:06.000Z,00:01:06,0,1,6
809824,Hugh Marek,male,coloured,38,Adult,35–44,Hugh11@yahoo.com,@Hugh1,Hugh,Western Cape,Active,E! Entertainment,Entertainment,2016-01-24T06:32:00.000Z,2016-01-24,January,Sunday,Weekend,08:32,Morning,1899-12-31T00:03:34.000Z,00:03:34,0,3,34
810092,Randy  Mcculloch,male,None,41,Adult,35–44,Randy 393@mail.com,@Randy 39,Randy ,Kwazulu Natal,Active,CNN,News,2016-03-06T14:02:00.000Z,2016-03-06,March,Sunday,Weekend,16:02,Afternoon,1899-12-31T00:02:13.000Z,00:02:13,0,2,13
810243,Brendan  Borelli,male,black,24,Young Adult,18–24,Brendan 455@mailxyz.com,@Brendan 45,Brendan ,North West,Active,Supersport Live Events,Sports,2016-01-17T18:00:00.000Z,2016-01-17,January,Sunday,Weekend,20:00,Evening,1899-12-31T00:00:56.000Z,00:00:56,0,0,56
810339,Hugh Sieren,male,coloured,34,Young Adult,25–34,Hugh11@yahoo.com,@Hugh1,Hugh,Western Cape,Active,Boomerang,Kids,2016-03-30T08:32:00.000Z,2016-03-30,March,Wednesday,Weekday,10:32,Morning,1899-12-31T00:08:02.000Z,00:08:02,0,8,2
810546,Haywood  Caves,male,black,33,Young Adult,25–34,Haywood 91@yahoo.com,@Haywood 9,Haywood ,Gauteng,Active,ICC Cricket World Cup 2011,Sports,2016-03-02T08:56:00.000Z,2016-03-02,March,Wednesday,Weekday,10:56,Morning,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
810609,Valentine  Tatham,male,black,26,Young Adult,25–34,Valentine 474@abcmail.com,@Valentine 47,Valentine ,Mpumalanga,Active,Boomerang,Kids,2016-01-13T21:53:00.000Z,2016-01-13,January,Wednesday,Weekday,23:53,Night,1899-12-31T00:14:01.000Z,00:14:01,0,14,1
810751,Hyman  Sieren,male,black,39,Adult,35–44,Hyman 84@abcmail.com,@Hyman 8,Hyman ,Gauteng,Active,Supersport Live Events,Sports,2016-03-20T20:08:00.000Z,2016-03-20,March,Sunday,Weekend,22:08,Night,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
821631,Abel  Mastrangelo,male,black,31,Young Adult,25–34,Abel 185@mailxyz.com,@Abel 18,Abel ,Gauteng,Active,Supersport Live Events,Sports,2016-03-19T18:29:00.000Z,2016-03-19,March,Saturday,Weekend,20:29,Evening,1899-12-31T00:44:12.000Z,00:44:12,0,44,12
832622,Robby  Marek,male,None,22,Young Adult,18–24,Robby 163@mail.com,@Robby 16,Robby ,Eastern Cape,Active,Cartoon Network,Kids,2016-02-28T11:17:00.000Z,2016-02-28,February,Sunday,Weekend,13:17,Afternoon,1899-12-31T00:03:57.000Z,00:03:57,0,3,57
833157,Brendan  Mcculloch,male,black,30,Young Adult,25–34,Brendan 454@abcmail.com,@Brendan 45,Brendan ,Gauteng,Active,ICC Cricket World Cup 2011,Sports,2016-03-02T09:41:00.000Z,2016-03-02,March,Wednesday,Weekday,11:41,Morning,1899-12-31T00:07:28.000Z,00:07:28,0,7,28
893061,Haywood  Jacox,male,black,28,Young Adult,25–34,Haywood 95@mailxyz.com,@Haywood 9,Haywood ,Gauteng,Active,Boomerang,Kids,2016-03-18T15:14:00.000Z,2016-03-18,March,Friday,Weekday,17:14,Evening,1899-12-31T00:01:18.000Z,00:01:18,0,1,18
897314,Robby  Slane,male,black,32,Young Adult,25–34,Robby 162@gmail.com,@Robby 16,Robby ,Gauteng,Active,Channel O,Music,2016-03-28T14:49:00.000Z,2016-03-28,March,Monday,Weekday,16:49,Afternoon,1899-12-31T00:02:36.000Z,00:02:36,0,2,36
939602,Lane  Mastrangelo,male,coloured,18,Young Adult,18–24,Lane 112@gmail.com,@Lane 11,Lane ,Eastern Cape,Active,Channel O,Music,2016-03-25T04:46:00.000Z,2016-03-25,March,Friday,Weekday,06:46,Morning,1899-12-31T00:45:00.000Z,00:45:00,0,45,0
941667,Raymundo  Jacox,male,black,26,Young Adult,25–34,Raymundo 432@gmail.com,@Raymundo 43,Raymundo ,Mpumalanga,Active,Africa Magic,Entertainment,2016-03-03T17:27:00.000Z,2016-03-03,March,Thursday,Weekday,19:27,Evening,1899-12-31T00:07:32.500Z,00:07:32,0,7,32
1107967,Wilburn  Mina,male,black,27,Young Adult,25–34,Wilburn 305@mailxyz.com,@Wilburn 30,Wilburn ,Gauteng,Active,Boomerang,Kids,2016-03-28T17:22:00.000Z,2016-03-28,March,Monday,Weekday,19:22,Evening,1899-12-31T00:01:21.000Z,00:01:21,0,1,21
2000272,Robby  Singer,male,coloured,37,Adult,35–44,Robby 165@mailxyz.com,@Robby 16,Robby ,Western Cape,Active,Channel O,Music,2016-01-28T03:49:00.000Z,2016-01-28,January,Thursday,Weekday,05:49,Morning,1899-12-31T00:01:06.000Z,00:01:06,0,1,6
2092216,Randy  Bilyeu,male,white,62,Senior,55–64,Randy 394@abcmail.com,@Randy 39,Randy ,Western Cape,Active,Vuzu,Entertainment,2016-03-20T20:26:00.000Z,2016-03-20,March,Sunday,Weekend,22:26,Night,1899-12-31T00:00:39.000Z,00:00:39,0,0,39
2287393,Royal  Slane,male,black,40,Adult,35–44,Royal 174@abcmail.com,@Royal 17,Royal ,Kwazulu Natal,Active,SawSee,Other,2016-03-23T08:59:00.000Z,2016-03-23,March,Wednesday,Weekday,10:59,Morning,1899-12-31T00:07:37.000Z,00:07:37,0,7,37
2288904,Markus  Sytsma,male,black,35,Adult,35–44,Markus 195@mailxyz.com,@Markus 19,Markus ,Gauteng,Active,Channel O,Music,2016-02-19T14:04:00.000Z,2016-02-19,February,Friday,Weekday,16:04,Afternoon,1899-12-31T00:00:27.000Z,00:00:27,0,0,27
755814,Haywood  Pilot,male,black,25,Young Adult,25–34,Haywood 91@yahoo.com,@Haywood 9,Haywood ,Gauteng,Active,SuperSport Blitz,Sports,2016-01-16T06:48:00.000Z,2016-01-16,January,Saturday,Weekend,08:48,Morning,1899-12-31T00:00:26.000Z,00:00:26,0,0,26
771911,Dion  Condie,male,black,25,Young Adult,25–34,Dion 332@gmail.com,@Dion 33,Dion ,North West,Active,Supersport Live Events,Sports,2016-02-14T19:34:00.000Z,2016-02-14,February,Sunday,Weekend,21:34,Night,1899-12-31T00:01:06.000Z,00:01:06,0,1,6
772826,Michel  Vital,male,black,23,Young Adult,18–24,Michel 202@gmail.com,@Michel 20,Michel ,Limpopo,Active,Channel O,Music,2016-03-04T21:08:00.000Z,2016-03-04,March,Friday,Weekday,23:08,Night,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
773141,Royal  Lavoie,male,black,24,Young Adult,18–24,Royal 173@mail.com,@Royal 17,Royal ,Limpopo,Active,Channel O,Music,2016-03-14T18:53:00.000Z,2016-03-14,March,Monday,Weekday,20:53,Evening,1899-12-31T00:04:45.000Z,00:04:45,0,4,45
808950,Emerson  Pascarella,male,black,18,Young Adult,18–24,Emerson 244@abcmail.com,@Emerson 24,Emerson ,Free State,Active,Trace TV,Music,2016-02-18T07:37:00.000Z,2016-02-18,February,Thursday,Weekday,09:37,Morning,1899-12-31T00:00:12.000Z,00:00:12,0,0,12
809015,Minerva  Marek,female,coloured,31,Young Adult,25–34,Minerva 372@gmail.com,@Minerva 37,Minerva ,Eastern Cape,Active,Channel O,Music,2016-02-24T08:37:00.000Z,2016-02-24,February,Wednesday,Weekday,10:37,Morning,1899-12-31T00:02:00.000Z,00:02:00,0,2,0
809726,Efren  Martello,male,indian_asian,31,Young Adult,25–34,Efren 133@mail.com,@Efren 13,Efren ,Limpopo,Active,Boomerang,Kids,2016-03-24T19:11:00.000Z,2016-03-24,March,Thursday,Weekday,21:11,Night,1899-12-31T00:03:52.000Z,00:03:52,0,3,52
809770,Lucas  Tancredi,male,black,29,Young Adult,25–34,Lucas 232@gmail.com,@Lucas 23,Lucas ,Gauteng,Active,Supersport Live Events,Sports,2016-02-05T17:31:00.000Z,2016-02-05,February,Friday,Weekday,19:31,Evening,1899-12-31T00:14:02.000Z,00:14:02,0,14,2
809934,Dion  Shkreli,male,black,38,Adult,35–44,Dion 335@mailxyz.com,@Dion 33,Dion ,Western Cape,Active,Channel O,Music,2016-02-19T07:29:00.000Z,2016-02-19,February,Friday,Weekday,09:29,Morning,1899-12-31T00:00:36.000Z,00:00:36,0,0,36
810063,Michel  Pascarella,male,coloured,28,Young Adult,25–34,Michel 203@mail.com,@Michel 20,Michel ,Eastern Cape,Active,Channel O,Music,2016-02-10T08:10:00.000Z,2016-02-10,February,Wednesday,Weekday,10:10,Morning,1899-12-31T00:13:33.000Z,00:13:33,0,13,33
810205,Emerson  Sieren,male,indian_asian,31,Young Adult,25–34,Emerson 243@mail.com,@Emerson 24,Emerson ,Gauteng,Active,Supersport Live Events,Sports,2016-02-25T05:54:00.000Z,2016-02-25,February,Thursday,Weekday,07:54,Morning,1899-12-31T01:13:32.000Z,01:13:32,1,13,32
810508,Jared  Mcclaine,male,white,53,Adult,45–54,Jared 502@gmail.com,@Jared 50,Jared ,Gauteng,Active,Cartoon Network,Kids,2016-02-21T06:02:00.000Z,2016-02-21,February,Sunday,Weekend,08:02,Morning,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
810638,Brendan  Slane,male,white,32,Young Adult,25–34,Brendan 455@mailxyz.com,@Brendan 45,Brendan ,Gauteng,Active,Supersport Live Events,Sports,2016-02-26T16:59:00.000Z,2016-02-26,February,Friday,Weekday,18:59,Evening,1899-12-31T00:31:10.000Z,00:31:10,0,31,10
1108443,Hyman  Pascarella,male,black,29,Young Adult,25–34,Hyman 81@yahoo.com,@Hyman 8,Hyman ,Gauteng,Active,Boomerang,Kids,2016-03-10T19:23:00.000Z,2016-03-10,March,Thursday,Weekday,21:23,Night,1899-12-31T00:00:07.000Z,00:00:07,0,0,7
2286975,Kyle  Pascarella,male,indian_asian,43,Adult,35–44,Kyle 63@mail.com,@Kyle 6,Kyle ,Gauteng,Active,Supersport Live Events,Sports,2016-03-03T19:33:00.000Z,2016-03-03,March,Thursday,Weekday,21:33,Night,1899-12-31T00:00:24.000Z,00:00:24,0,0,24
2361656,Randy  Hier,male,black,34,Young Adult,25–34,Randy 395@mailxyz.com,@Randy 39,Randy ,Western Cape,Active,CNN,News,2016-01-29T14:54:00.000Z,2016-01-29,January,Friday,Weekday,16:54,Afternoon,1899-12-31T00:01:27.000Z,00:01:27,0,1,27
2370155,Lane  Deblois,male,black,30,Young Adult,25–34,Lane 113@mail.com,@Lane 11,Lane ,Gauteng,Active,Trace TV,Music,2016-03-14T19:24:00.000Z,2016-03-14,March,Monday,Weekday,21:24,Night,1899-12-31T00:06:36.000Z,00:06:36,0,6,36
2371070,Hyman  Hoadley,male,None,32,Young Adult,25–34,Hyman 82@gmail.com,@Hyman 8,Hyman ,Gauteng,Active,Supersport Live Events,Sports,2016-01-14T08:22:00.000Z,2016-01-14,January,Thursday,Weekday,10:22,Morning,1899-12-31T00:01:00.000Z,00:01:00,0,1,0
772475,Lloyd  Vital,male,white,16,Teen,Under 18,Lloyd 74@abcmail.com,@Lloyd 7,Lloyd ,Gauteng,Active,Channel O,Music,2016-02-14T13:03:00.000Z,2016-02-14,February,Sunday,Weekend,15:03,Afternoon,1899-12-31T00:09:42.000Z,00:09:42,0,9,42
779728,Art  Jacox,male,white,28,Young Adult,25–34,Art 402@gmail.com,@Art 40,Art ,Gauteng,Active,Boomerang,Kids,2016-02-07T16:02:00.000Z,2016-02-07,February,Sunday,Weekend,18:02,Evening,1899-12-31T00:00:10.000Z,00:00:10,0,0,10
789060,Donald  Paradis,male,black,32,Young Adult,25–34,Donald 225@mailxyz.com,@Donald 22,Donald ,Gauteng,Active,Supersport Live Events,Sports,2016-01-28T20:08:00.000Z,2016-01-28,January,Thursday,Weekday,22:08,Night,1899-12-31T00:00:56.000Z,00:00:56,0,0,56
789225,Rebekah  Paradis,female,indian_asian,14,Teen,Under 18,Rebekah 225@mailxyz.com,@Rebekah 22,Rebekah ,Kwazulu Natal,Active,CNN,News,2016-02-12T11:56:00.000Z,2016-02-12,February,Friday,Weekday,13:56,Afternoon,1899-12-31T00:00:28.000Z,00:00:28,0,0,28
803958,Jared  Restivo,male,white,21,Young Adult,18–24,Jared 505@mailxyz.com,@Jared 50,Jared ,Gauteng,Active,Supersport Live Events,Sports,2016-03-24T13:07:00.000Z,2016-03-24,March,Thursday,Weekday,15:07,Afternoon,1899-12-31T00:03:52.000Z,00:03:52,0,3,52
809008,Haywood  Pascarella,male,coloured,28,Young Adult,25–34,Haywood 94@abcmail.com,@Haywood 9,Haywood ,Northern Cape,Active,MK,Other,2016-03-03T18:38:00.000Z,2016-03-03,March,Thursday,Weekday,20:38,Evening,1899-12-31T00:00:21.000Z,00:00:21,0,0,21
809139,Loyd  Biggers,male,black,28,Young Adult,25–34,Loyd 495@mailxyz.com,@Loyd 49,Loyd ,Limpopo,Active,Channel O,Music,2016-02-21T20:43:00.000Z,2016-02-21,February,Sunday,Weekend,22:43,Night,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
809306,Stephen  Biggers,male,white,30,Young Adult,25–34,Stephen 151@yahoo.com,@Stephen 15,Stephen ,Kwazulu Natal,Active,Supersport Live Events,Sports,2016-02-26T08:08:00.000Z,2016-02-26,February,Friday,Weekday,10:08,Morning,1899-12-31T02:09:52.000Z,02:09:52,2,9,52
809360,Dee  Jacox,male,black,13,Teen,Under 18,Dee 215@mailxyz.com,@Dee 21,Dee ,Mpumalanga,Active,Supersport Live Events,Sports,2016-02-19T12:35:00.000Z,2016-02-19,February,Friday,Weekday,14:35,Afternoon,1899-12-31T00:00:40.000Z,00:00:40,0,0,40
810079,Brendan  Luthy,male,black,30,Young Adult,25–34,Brendan 451@yahoo.com,@Brendan 45,Brendan ,Gauteng,Active,E! Entertainment,Entertainment,2016-02-13T17:19:00.000Z,2016-02-13,February,Saturday,Weekend,19:19,Evening,1899-12-31T00:01:44.000Z,00:01:44,0,1,44
810259,Yong  Holt,male,black,29,Young Adult,25–34,Yong 483@mail.com,@Yong 48,Yong ,North West,Active,Trace TV,Music,2016-02-14T10:04:00.000Z,2016-02-14,February,Sunday,Weekend,12:04,Afternoon,1899-12-31T00:00:33.000Z,00:00:33,0,0,33
821233,Abel  Pascarella,male,coloured,27,Young Adult,25–34,Abel 181@yahoo.com,@Abel 18,Abel ,Western Cape,Active,Africa Magic,Entertainment,2016-01-15T21:42:00.000Z,2016-01-15,January,Friday,Weekday,23:42,Night,1899-12-31T00:03:09.000Z,00:03:09,0,3,9
822328,Earl  Gettys,male,black,33,Young Adult,25–34,Earl 425@mailxyz.com,@Earl 42,Earl ,Kwazulu Natal,Active,Channel O,Music,2016-02-26T10:47:00.000Z,2016-02-26,February,Friday,Weekday,12:47,Afternoon,1899-12-31T00:00:00.000Z,00:00:00,0,0,0
939624,Charlie  Woolard,male,black,19,Young Adult,18–24,Charlie 363@mail.com,@Charlie 36,Charlie ,Gauteng,Active,Trace TV,Music,2016-03-22T18:50:00.000Z,2016-03-22,March,Tuesday,Weekday,20:50,Evening,1899-12-31T00:01:21.000Z,00:01:21,0,1,21
939680,Art  Restivo,male,white,19,Young Adult,18–24,Art 402@gmail.com,@Art 40,Art ,Gauteng,Active,Supersport Live Events,Sports,2016-03-24T16:59:00.000Z,2016-03-24,March,Thursday,Weekday,18:59,Evening,1899-12-31T00:03:10.000Z,00:03:10,0,3,10
940616,Stephen  Sieren,male,coloured,39,Adult,35–44,Stephen 155@mailxyz.com,@Stephen 15,Stephen ,Western Cape,Active,Trace TV,Music,2016-03-22T14:35:00.000Z,2016-03-22,March,Tuesday,Weekday,16:35,Afternoon,1899-12-31T00:58:36.000Z,00:58:36,0,58,36
2203596,Bernardo  Mosser,male,black,38,Adult,35–44,Bernardo 324@abcmail.com,@Bernardo 32,Bernardo ,Limpopo,Active,Africa Magic,Entertainment,2016-02-19T12:18:00.000Z,2016-02-19,February,Friday,Weekday,14:18,Afternoon,1899-12-31T00:01:46.000Z,00:01:46,0,1,46
2205447,Markus  Condie,male,coloured,47,Adult,45–54,Markus 191@yahoo.com,@Markus 19,Markus ,Western Cape,Active,Supersport Live Events,Sports,2016-02-14T20:49:00.000Z,2016-02-14,February,Sunday,Weekend,22:49,Night,1899-12-31T01:35:10.000Z,01:35:10,1,35,10
2415186,Yong  Sieren,male,coloured,42,Adult,35–44,Yong 483@mail.com,@Yong 48,Yong ,Western Cape,Active,ICC Cricket World Cup 2011,Sports,2016-02-22T10:44:00.000Z,2016-02-22,February,Monday,Weekday,12:44,Afternoon,1899-12-31T00:00:26.000Z,00:00:26,0,0,26
507286,Yolonda  Pascarella,female,None,11,Child,Under 18,Yolonda 324@abcmail.com,@Yolonda 32,Yolonda ,Eastern Cape,Active,Trace TV,Music,2016-01-02T15:59:00.000Z,2016-01-02,January,Saturday,Weekend,17:59,Evening,1899-12-31T01:28:33.000Z,01:28:33,1,28,33
764912,Len  Paradis,male,None,22,Young Adult,18–24,Len 441@yahoo.com,@Len 44,Len ,Kwazulu Natal,Active,Cartoon Network,Kids,2016-01-24T13:59:00.000Z,2016-01-24,January,Sunday,Weekend,15:59,Afternoon,1899-12-31T00:00:10.000Z,00:00:10,0,0,10
772694,Carter  Vital,male,black,32,Young Adult,25–34,Carter 34@abcmail.com,@Carter 3,Carter ,Gauteng,Active,Supersport Live Events,Sports,2016-01-30T13:12:00.000Z,2016-01-30,January,Saturday,Weekend,15:12,Afternoon,1899-12-31T00:01:12.000Z,00:01:12,0,1,12
